"consensus_lin","EdgeBetweenness","eweight","interaction","name","selected","shared interaction","shared name"
"Alistipes_shahii","30.409548505890548","0.490072766","interacts with","Lactobacillus_intestinalis (interacts with) Alistipes_shahii","false","interacts with","Lactobacillus_intestinalis (interacts with) Alistipes_shahii"
"Alistipes_timonensis","12.041481517532976","0.415588147","interacts with","Lactobacillus_intestinalis (interacts with) Alistipes_timonensis","false","interacts with","Lactobacillus_intestinalis (interacts with) Alistipes_timonensis"
"Bacteroides_faecichinchillae","2.4333333333333336","0.691401274","interacts with","Lactobacillus_intestinalis (interacts with) Bacteroides_faecichinchillae","false","interacts with","Lactobacillus_intestinalis (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_sartorii","4.366666666666667","0.539969119","interacts with","Lactobacillus_intestinalis (interacts with) Bacteroides_sartorii","false","interacts with","Lactobacillus_intestinalis (interacts with) Bacteroides_sartorii"
"Bacteroides_vulgatus","13.465343541785137","-0.57330434","interacts with","Lactobacillus_intestinalis (interacts with) Bacteroides_vulgatus","false","interacts with","Lactobacillus_intestinalis (interacts with) Bacteroides_vulgatus"
"Bifidobacterium_pseudolongum","14.442862224127579","0.54380831","interacts with","Lactobacillus_intestinalis (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Lactobacillus_intestinalis (interacts with) Bifidobacterium_pseudolongum"
"Muribaculum_intestinale","3.9833333333333334","0.586231533","interacts with","Lactobacillus_intestinalis (interacts with) Muribaculum_intestinale","false","interacts with","Lactobacillus_intestinalis (interacts with) Muribaculum_intestinale"
"Parabacteroides_distasonis","11.986260335935013","-0.57330434","interacts with","Lactobacillus_intestinalis (interacts with) Parabacteroides_distasonis","false","interacts with","Lactobacillus_intestinalis (interacts with) Parabacteroides_distasonis"
"Parabacteroides_goldsteinii","19.737167138356636","-0.438590848","interacts with","Lactobacillus_intestinalis (interacts with) Parabacteroides_goldsteinii","false","interacts with","Lactobacillus_intestinalis (interacts with) Parabacteroides_goldsteinii"
"Bacteroides_faecichinchillae","25.64088044172559","0.526374452","interacts with","Alistipes_shahii (interacts with) Bacteroides_faecichinchillae","false","interacts with","Alistipes_shahii (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_sartorii","24.679972680798596","0.556171259","interacts with","Alistipes_shahii (interacts with) Bacteroides_sartorii","false","interacts with","Alistipes_shahii (interacts with) Bacteroides_sartorii"
"Muribaculum_intestinale","27.269598371585275","0.59736913","interacts with","Alistipes_shahii (interacts with) Muribaculum_intestinale","false","interacts with","Alistipes_shahii (interacts with) Muribaculum_intestinale"
"Alistipes_timonensis","25.267046165548113","-0.555703689","interacts with","Mucispirillum_schaedleri (interacts with) Alistipes_timonensis","false","interacts with","Mucispirillum_schaedleri (interacts with) Alistipes_timonensis"
"Asaccharobacter_celatus","40.935459263121125","-0.499120621","interacts with","Mucispirillum_schaedleri (interacts with) Asaccharobacter_celatus","false","interacts with","Mucispirillum_schaedleri (interacts with) Asaccharobacter_celatus"
"Bacteroides_stercorirosoris","26.68491506560766","0.434802635","interacts with","Mucispirillum_schaedleri (interacts with) Bacteroides_stercorirosoris","false","interacts with","Mucispirillum_schaedleri (interacts with) Bacteroides_stercorirosoris"
"Bifidobacterium_pseudolongum","20.44564171122994","-0.451591409","interacts with","Mucispirillum_schaedleri (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Mucispirillum_schaedleri (interacts with) Bifidobacterium_pseudolongum"
"Bacteroides_caecimuris","13.577393365556063","0.619289446","interacts with","Alistipes_timonensis (interacts with) Bacteroides_caecimuris","false","interacts with","Alistipes_timonensis (interacts with) Bacteroides_caecimuris"
"Bacteroides_faecichinchillae","10.936539148074475","0.447410758","interacts with","Alistipes_timonensis (interacts with) Bacteroides_faecichinchillae","false","interacts with","Alistipes_timonensis (interacts with) Bacteroides_faecichinchillae"
"Bifidobacterium_pseudolongum","11.850481339072168","0.406099662","interacts with","Alistipes_timonensis (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Alistipes_timonensis (interacts with) Bifidobacterium_pseudolongum"
"Alistipes_timonensis","23.623809689876623","0.457562176","interacts with","Lactobacillus_reuteri (interacts with) Alistipes_timonensis","false","interacts with","Lactobacillus_reuteri (interacts with) Alistipes_timonensis"
"Bacteroides_faecichinchillae","11.69424685045803","0.639765253","interacts with","Lactobacillus_reuteri (interacts with) Bacteroides_faecichinchillae","false","interacts with","Lactobacillus_reuteri (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_massiliensis","23.254840328753367","0.401901976","interacts with","Lactobacillus_reuteri (interacts with) Bacteroides_massiliensis","false","interacts with","Lactobacillus_reuteri (interacts with) Bacteroides_massiliensis"
"Bacteroides_sartorii","15.806483647477437","0.571674924","interacts with","Lactobacillus_reuteri (interacts with) Bacteroides_sartorii","false","interacts with","Lactobacillus_reuteri (interacts with) Bacteroides_sartorii"
"Bacteroides_vulgatus","13.905354324653063","-0.511174598","interacts with","Lactobacillus_reuteri (interacts with) Bacteroides_vulgatus","false","interacts with","Lactobacillus_reuteri (interacts with) Bacteroides_vulgatus"
"Bifidobacterium_pseudolongum","30.39275146285582","0.491637856","interacts with","Lactobacillus_reuteri (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Lactobacillus_reuteri (interacts with) Bifidobacterium_pseudolongum"
"Enterococcus_gallinarum","108.0","-0.482226974","interacts with","Lactobacillus_reuteri (interacts with) Enterococcus_gallinarum","false","interacts with","Lactobacillus_reuteri (interacts with) Enterococcus_gallinarum"
"Lactobacillus_intestinalis","10.79449105070223","0.712655779","interacts with","Lactobacillus_reuteri (interacts with) Lactobacillus_intestinalis","false","interacts with","Lactobacillus_reuteri (interacts with) Lactobacillus_intestinalis"
"Muribaculaceae_bacterium_DSM_103720","30.71613958264329","-0.43781569","interacts with","Lactobacillus_reuteri (interacts with) Muribaculaceae_bacterium_DSM_103720","false","interacts with","Lactobacillus_reuteri (interacts with) Muribaculaceae_bacterium_DSM_103720"
"Muribaculum_intestinale","15.423150314144104","0.580105153","interacts with","Lactobacillus_reuteri (interacts with) Muribaculum_intestinale","false","interacts with","Lactobacillus_reuteri (interacts with) Muribaculum_intestinale"
"Parabacteroides_distasonis","17.914562192808297","-0.540259143","interacts with","Lactobacillus_reuteri (interacts with) Parabacteroides_distasonis","false","interacts with","Lactobacillus_reuteri (interacts with) Parabacteroides_distasonis"
"Parabacteroides_goldsteinii","25.093210324862003","-0.421772821","interacts with","Lactobacillus_reuteri (interacts with) Parabacteroides_goldsteinii","false","interacts with","Lactobacillus_reuteri (interacts with) Parabacteroides_goldsteinii"
"Alistipes_timonensis","9.847697846617075","0.423934558","interacts with","Lactobacillus_taiwanensis (interacts with) Alistipes_timonensis","false","interacts with","Lactobacillus_taiwanensis (interacts with) Alistipes_timonensis"
"Bacteroides_faecichinchillae","6.832172635580612","0.53467319","interacts with","Lactobacillus_taiwanensis (interacts with) Bacteroides_faecichinchillae","false","interacts with","Lactobacillus_taiwanensis (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_massiliensis","14.109009348139784","0.44558548","interacts with","Lactobacillus_taiwanensis (interacts with) Bacteroides_massiliensis","false","interacts with","Lactobacillus_taiwanensis (interacts with) Bacteroides_massiliensis"
"Bacteroides_sartorii","9.911076099266683","0.483068687","interacts with","Lactobacillus_taiwanensis (interacts with) Bacteroides_sartorii","false","interacts with","Lactobacillus_taiwanensis (interacts with) Bacteroides_sartorii"
"Bacteroides_vulgatus","12.195485449566794","-0.477796604","interacts with","Lactobacillus_taiwanensis (interacts with) Bacteroides_vulgatus","false","interacts with","Lactobacillus_taiwanensis (interacts with) Bacteroides_vulgatus"
"Bifidobacterium_pseudolongum","14.592382266834456","0.416997337","interacts with","Lactobacillus_taiwanensis (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Lactobacillus_taiwanensis (interacts with) Bifidobacterium_pseudolongum"
"Lactobacillus_intestinalis","7.071977275385253","0.613729926","interacts with","Lactobacillus_taiwanensis (interacts with) Lactobacillus_intestinalis","false","interacts with","Lactobacillus_taiwanensis (interacts with) Lactobacillus_intestinalis"
"Lactobacillus_reuteri","11.106636841419448","0.836167204","interacts with","Lactobacillus_taiwanensis (interacts with) Lactobacillus_reuteri","false","interacts with","Lactobacillus_taiwanensis (interacts with) Lactobacillus_reuteri"
"Muribaculaceae_bacterium_DSM_103720","23.21959527727546","-0.491407322","interacts with","Lactobacillus_taiwanensis (interacts with) Muribaculaceae_bacterium_DSM_103720","false","interacts with","Lactobacillus_taiwanensis (interacts with) Muribaculaceae_bacterium_DSM_103720"
"Muribaculum_intestinale","9.448255586446173","0.491568429","interacts with","Lactobacillus_taiwanensis (interacts with) Muribaculum_intestinale","false","interacts with","Lactobacillus_taiwanensis (interacts with) Muribaculum_intestinale"
"Parabacteroides_distasonis","15.469597914777658","-0.517141667","interacts with","Lactobacillus_taiwanensis (interacts with) Parabacteroides_distasonis","false","interacts with","Lactobacillus_taiwanensis (interacts with) Parabacteroides_distasonis"
"Anaerotruncus_sp_G3_2012","22.991883116883116","0.503448276","interacts with","Helicobacter_hepaticus (interacts with) Anaerotruncus_sp_G3_2012","false","interacts with","Helicobacter_hepaticus (interacts with) Anaerotruncus_sp_G3_2012"
"Bacteroides_sartorii","18.80237678558112","-0.417376375","interacts with","Helicobacter_hepaticus (interacts with) Bacteroides_sartorii","false","interacts with","Helicobacter_hepaticus (interacts with) Bacteroides_sartorii"
"Clostridium_cocleatum","14.300307733202468","-0.519466073","interacts with","Helicobacter_hepaticus (interacts with) Clostridium_cocleatum","false","interacts with","Helicobacter_hepaticus (interacts with) Clostridium_cocleatum"
"Helicobacter_apodemus","15.82156673735621","0.790433815","interacts with","Helicobacter_hepaticus (interacts with) Helicobacter_apodemus","false","interacts with","Helicobacter_hepaticus (interacts with) Helicobacter_apodemus"
"Lachnospiraceae_bacterium_3_2","18.87192807192807","0.405809911","interacts with","Helicobacter_hepaticus (interacts with) Lachnospiraceae_bacterium_3_2","false","interacts with","Helicobacter_hepaticus (interacts with) Lachnospiraceae_bacterium_3_2"
"Mucispirillum_schaedleri","15.349090812867898","0.641824249","interacts with","Helicobacter_hepaticus (interacts with) Mucispirillum_schaedleri","false","interacts with","Helicobacter_hepaticus (interacts with) Mucispirillum_schaedleri"
"Muribaculum_intestinale","17.856222939427276","-0.410541143","interacts with","Helicobacter_hepaticus (interacts with) Muribaculum_intestinale","false","interacts with","Helicobacter_hepaticus (interacts with) Muribaculum_intestinale"
"Bacteroides_intestinalis","13.475106424405164","0.434385368","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_intestinalis","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_intestinalis"
"Bacteroides_sartorii","21.652037011216773","-0.438736476","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_sartorii","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_sartorii"
"Bacteroides_stercorirosoris","10.873314499273578","0.61708396","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_stercorirosoris","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_stercorirosoris"
"Bacteroides_thetaiotaomicron","19.935314318626336","0.429000036","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_thetaiotaomicron"
"Bacteroides_uniformis","42.79446271302684","0.473192436","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_uniformis","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_uniformis"
"Bacteroides_vulgatus","15.343290535362145","0.459844271","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_vulgatus","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Bacteroides_vulgatus"
"Butyricimonas_virosa","15.437488328664799","0.554962361","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Butyricimonas_virosa","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Butyricimonas_virosa"
"Clostridium_sp_ASF502","38.65852672439359","0.603568947","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Clostridium_sp_ASF502","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Clostridium_sp_ASF502"
"Mucispirillum_schaedleri","25.667466341176844","0.52080089","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Mucispirillum_schaedleri","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Mucispirillum_schaedleri"
"Muribaculum_intestinale","21.91921649839626","-0.446426113","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Muribaculum_intestinale","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Muribaculum_intestinale"
"Parabacteroides_distasonis","14.431745940055267","0.6378198","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Parabacteroides_distasonis","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Parabacteroides_distasonis"
"Parabacteroides_goldsteinii","17.492525316873138","0.406051844","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Parabacteroides_goldsteinii","false","interacts with","Anaerotruncus_sp_G3_2012 (interacts with) Parabacteroides_goldsteinii"
"Asaccharobacter_celatus","35.75194507567987","0.401871416","interacts with","Clostridium_cocleatum (interacts with) Asaccharobacter_celatus","false","interacts with","Clostridium_cocleatum (interacts with) Asaccharobacter_celatus"
"Bacteroides_caecimuris","25.00730591573509","0.412235818","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_caecimuris","false","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_caecimuris"
"Bacteroides_faecichinchillae","17.655057300404003","0.527756194","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_faecichinchillae","false","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_intestinalis","32.85849024488576","-0.420953716","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_intestinalis","false","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_intestinalis"
"Bacteroides_sartorii","15.90756858839916","0.408832335","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_sartorii","false","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_sartorii"
"Bacteroides_thetaiotaomicron","31.200618825618825","-0.419803894","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Clostridium_cocleatum (interacts with) Bacteroides_thetaiotaomicron"
"Bifidobacterium_pseudolongum","10.625037419336156","0.402181211","interacts with","Clostridium_cocleatum (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Clostridium_cocleatum (interacts with) Bifidobacterium_pseudolongum"
"Lachnospiraceae_bacterium_M18_1","29.35578115926424","0.428270718","interacts with","Clostridium_cocleatum (interacts with) Lachnospiraceae_bacterium_M18_1","false","interacts with","Clostridium_cocleatum (interacts with) Lachnospiraceae_bacterium_M18_1"
"Lactobacillus_intestinalis","17.662749608096313","0.450211418","interacts with","Clostridium_cocleatum (interacts with) Lactobacillus_intestinalis","false","interacts with","Clostridium_cocleatum (interacts with) Lactobacillus_intestinalis"
"Mucispirillum_schaedleri","16.34337501524409","-0.503893215","interacts with","Clostridium_cocleatum (interacts with) Mucispirillum_schaedleri","false","interacts with","Clostridium_cocleatum (interacts with) Mucispirillum_schaedleri"
"Muribaculum_intestinale","14.538276769107341","0.406269123","interacts with","Clostridium_cocleatum (interacts with) Muribaculum_intestinale","false","interacts with","Clostridium_cocleatum (interacts with) Muribaculum_intestinale"
"Parabacteroides_distasonis","20.26585196583047","-0.531034483","interacts with","Clostridium_cocleatum (interacts with) Parabacteroides_distasonis","false","interacts with","Clostridium_cocleatum (interacts with) Parabacteroides_distasonis"
"Bacteroides_caecimuris","28.23484052558221","0.449610679","interacts with","Bacteroides_uniformis (interacts with) Bacteroides_caecimuris","false","interacts with","Bacteroides_uniformis (interacts with) Bacteroides_caecimuris"
"Bacteroides_caecimuris","26.2234885575699","-0.406021373","interacts with","Bacteroides_stercorirosoris (interacts with) Bacteroides_caecimuris","false","interacts with","Bacteroides_stercorirosoris (interacts with) Bacteroides_caecimuris"
"Bacteroides_intestinalis","8.010489779038167","0.657130536","interacts with","Bacteroides_stercorirosoris (interacts with) Bacteroides_intestinalis","false","interacts with","Bacteroides_stercorirosoris (interacts with) Bacteroides_intestinalis"
"Bifidobacterium_pseudolongum","15.347990429255786","0.48920152","interacts with","Bacteroides_faecichinchillae (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Bacteroides_faecichinchillae (interacts with) Bifidobacterium_pseudolongum"
"Bacteroides_faecichinchillae","4.166666666666667","0.563100326","interacts with","Bacteroides_sartorii (interacts with) Bacteroides_faecichinchillae","false","interacts with","Bacteroides_sartorii (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_faecichinchillae","3.8499999999999996","0.54502907","interacts with","Muribaculum_intestinale (interacts with) Bacteroides_faecichinchillae","false","interacts with","Muribaculum_intestinale (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_sartorii","2.25","0.995077933","interacts with","Muribaculum_intestinale (interacts with) Bacteroides_sartorii","false","interacts with","Muribaculum_intestinale (interacts with) Bacteroides_sartorii"
"Bifidobacterium_pseudolongum","14.761909843175198","0.407304793","interacts with","Muribaculum_intestinale (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Muribaculum_intestinale (interacts with) Bifidobacterium_pseudolongum"
"Bacteroides_faecichinchillae","14.509421685863282","-0.518721852","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_faecichinchillae","false","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_intestinalis","15.24331073206785","0.500400513","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_intestinalis","false","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_intestinalis"
"Bacteroides_uniformis","31.50561400182518","0.464738598","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_uniformis","false","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_uniformis"
"Bacteroides_faecichinchillae","8.88202632954657","-0.480763724","interacts with","Akkermansia_muciniphila (interacts with) Bacteroides_faecichinchillae","false","interacts with","Akkermansia_muciniphila (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_sartorii","10.0241188973404","-0.409204996","interacts with","Akkermansia_muciniphila (interacts with) Bacteroides_sartorii","false","interacts with","Akkermansia_muciniphila (interacts with) Bacteroides_sartorii"
"Bacteroides_vulgatus","12.333670951291198","0.597799918","interacts with","Akkermansia_muciniphila (interacts with) Bacteroides_vulgatus","false","interacts with","Akkermansia_muciniphila (interacts with) Bacteroides_vulgatus"
"Lactobacillus_intestinalis","9.293259540779783","-0.480763724","interacts with","Akkermansia_muciniphila (interacts with) Lactobacillus_intestinalis","false","interacts with","Akkermansia_muciniphila (interacts with) Lactobacillus_intestinalis"
"Lactobacillus_reuteri","15.083676140812514","-0.449720048","interacts with","Akkermansia_muciniphila (interacts with) Lactobacillus_reuteri","false","interacts with","Akkermansia_muciniphila (interacts with) Lactobacillus_reuteri"
"Lactobacillus_taiwanensis","10.791135728642947","-0.547616007","interacts with","Akkermansia_muciniphila (interacts with) Lactobacillus_taiwanensis","false","interacts with","Akkermansia_muciniphila (interacts with) Lactobacillus_taiwanensis"
"Muribaculaceae_bacterium_DSM_103720","23.065609432637437","0.591127053","interacts with","Akkermansia_muciniphila (interacts with) Muribaculaceae_bacterium_DSM_103720","false","interacts with","Akkermansia_muciniphila (interacts with) Muribaculaceae_bacterium_DSM_103720"
"Muribaculum_intestinale","11.00913809246396","-0.409204996","interacts with","Akkermansia_muciniphila (interacts with) Muribaculum_intestinale","false","interacts with","Akkermansia_muciniphila (interacts with) Muribaculum_intestinale"
"Parabacteroides_distasonis","17.194714727810183","0.497678015","interacts with","Akkermansia_muciniphila (interacts with) Parabacteroides_distasonis","false","interacts with","Akkermansia_muciniphila (interacts with) Parabacteroides_distasonis"
"Bacteroides_intestinalis","19.771840247741576","0.677953626","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_intestinalis","false","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_intestinalis"
"Bacteroides_stercorirosoris","23.768578331302116","0.546348704","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_stercorirosoris","false","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_stercorirosoris"
"Bacteroides_uniformis","32.440444145226756","0.441673748","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_uniformis","false","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_uniformis"
"Bacteroides_vulgatus","13.676551542545333","0.600570044","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_vulgatus","false","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_vulgatus"
"Bacteroides_intestinalis","21.35518925518926","0.653859747","interacts with","Bacteroides_thetaiotaomicron (interacts with) Bacteroides_intestinalis","false","interacts with","Bacteroides_thetaiotaomicron (interacts with) Bacteroides_intestinalis"
"Bacteroides_stercorirosoris","16.994949494949495","0.494654923","interacts with","Bacteroides_thetaiotaomicron (interacts with) Bacteroides_stercorirosoris","false","interacts with","Bacteroides_thetaiotaomicron (interacts with) Bacteroides_stercorirosoris"
"Bacteroides_intestinalis","11.892735042735042","0.621526517","interacts with","Butyricimonas_virosa (interacts with) Bacteroides_intestinalis","false","interacts with","Butyricimonas_virosa (interacts with) Bacteroides_intestinalis"
"Bacteroides_stercorirosoris","13.563492063492061","0.581374302","interacts with","Butyricimonas_virosa (interacts with) Bacteroides_stercorirosoris","false","interacts with","Butyricimonas_virosa (interacts with) Bacteroides_stercorirosoris"
"Bacteroides_thetaiotaomicron","11.800793650793649","0.646549357","interacts with","Butyricimonas_virosa (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Butyricimonas_virosa (interacts with) Bacteroides_thetaiotaomicron"
"Bacteroides_vulgatus","15.30873015873016","0.412264124","interacts with","Butyricimonas_virosa (interacts with) Bacteroides_vulgatus","false","interacts with","Butyricimonas_virosa (interacts with) Bacteroides_vulgatus"
"Bacteroides_intestinalis","12.416107925890532","0.517556874","interacts with","Ileibacterium_valens (interacts with) Bacteroides_intestinalis","false","interacts with","Ileibacterium_valens (interacts with) Bacteroides_intestinalis"
"Clostridium_sp_ASF502","28.271694524198224","0.50122905","interacts with","Ileibacterium_valens (interacts with) Clostridium_sp_ASF502","false","interacts with","Ileibacterium_valens (interacts with) Clostridium_sp_ASF502"
"Lachnospiraceae_bacterium_10_1","8.65515209428253","-0.572321785","interacts with","Ileibacterium_valens (interacts with) Lachnospiraceae_bacterium_10_1","false","interacts with","Ileibacterium_valens (interacts with) Lachnospiraceae_bacterium_10_1"
"Lachnospiraceae_bacterium_3_2","16.2716587760066","0.601903478","interacts with","Ileibacterium_valens (interacts with) Lachnospiraceae_bacterium_3_2","false","interacts with","Ileibacterium_valens (interacts with) Lachnospiraceae_bacterium_3_2"
"Lachnospiraceae_bacterium_COE1","13.995282495282494","-0.465027933","interacts with","Ileibacterium_valens (interacts with) Lachnospiraceae_bacterium_COE1","false","interacts with","Ileibacterium_valens (interacts with) Lachnospiraceae_bacterium_COE1"
"Parabacteroides_distasonis","37.11468305740415","0.434560723","interacts with","Ileibacterium_valens (interacts with) Parabacteroides_distasonis","false","interacts with","Ileibacterium_valens (interacts with) Parabacteroides_distasonis"
"Parabacteroides_goldsteinii","13.999352338482772","0.415431861","interacts with","Ileibacterium_valens (interacts with) Parabacteroides_goldsteinii","false","interacts with","Ileibacterium_valens (interacts with) Parabacteroides_goldsteinii"
"Bacteroides_intestinalis","31.111424153761615","0.431345131","interacts with","Clostridium_sp_ASF502 (interacts with) Bacteroides_intestinalis","false","interacts with","Clostridium_sp_ASF502 (interacts with) Bacteroides_intestinalis"
"Bacteroides_stercorirosoris","29.818234010571473","0.616400988","interacts with","Clostridium_sp_ASF502 (interacts with) Bacteroides_stercorirosoris","false","interacts with","Clostridium_sp_ASF502 (interacts with) Bacteroides_stercorirosoris"
"Enterorhabdus_caecimuris","54.92875175195474","0.417615308","interacts with","Clostridium_sp_ASF502 (interacts with) Enterorhabdus_caecimuris","false","interacts with","Clostridium_sp_ASF502 (interacts with) Enterorhabdus_caecimuris"
"Parabacteroides_goldsteinii","41.527026525246356","0.538076801","interacts with","Clostridium_sp_ASF502 (interacts with) Parabacteroides_goldsteinii","false","interacts with","Clostridium_sp_ASF502 (interacts with) Parabacteroides_goldsteinii"
"Streptococcus_acidominimus","42.48377760845119","0.45816085","interacts with","Clostridium_sp_ASF502 (interacts with) Streptococcus_acidominimus","false","interacts with","Clostridium_sp_ASF502 (interacts with) Streptococcus_acidominimus"
"Bacteroides_massiliensis","13.584823389171214","-0.432436781","interacts with","Desulfovibrionaceae_bacterium (interacts with) Bacteroides_massiliensis","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Bacteroides_massiliensis"
"Bacteroides_uniformis","21.6146931206522","0.533154153","interacts with","Desulfovibrionaceae_bacterium (interacts with) Bacteroides_uniformis","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Bacteroides_uniformis"
"Bacteroides_vulgatus","10.50091763065822","0.400100278","interacts with","Desulfovibrionaceae_bacterium (interacts with) Bacteroides_vulgatus","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Bacteroides_vulgatus"
"Faecalibaculum_rodentium","30.68037579911529","-0.477069715","interacts with","Desulfovibrionaceae_bacterium (interacts with) Faecalibaculum_rodentium","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Faecalibaculum_rodentium"
"Lachnospiraceae_bacterium_28_4","50.27602414731716","0.497126111","interacts with","Desulfovibrionaceae_bacterium (interacts with) Lachnospiraceae_bacterium_28_4","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Lachnospiraceae_bacterium_28_4"
"Lactobacillus_reuteri","15.922262126295738","-0.538323723","interacts with","Desulfovibrionaceae_bacterium (interacts with) Lactobacillus_reuteri","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Lactobacillus_reuteri"
"Lactobacillus_taiwanensis","12.590659429475648","-0.532776257","interacts with","Desulfovibrionaceae_bacterium (interacts with) Lactobacillus_taiwanensis","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Lactobacillus_taiwanensis"
"Muribaculaceae_bacterium_DSM_103720","11.32364824717766","0.428438054","interacts with","Desulfovibrionaceae_bacterium (interacts with) Muribaculaceae_bacterium_DSM_103720","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Muribaculaceae_bacterium_DSM_103720"
"Parabacteroides_distasonis","20.296309678779146","0.432718423","interacts with","Desulfovibrionaceae_bacterium (interacts with) Parabacteroides_distasonis","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Parabacteroides_distasonis"
"Bacteroides_thetaiotaomicron","23.9518981018981","0.530565251","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Bacteroides_thetaiotaomicron"
"Dorea_sp_5_2","52.407142857142844","0.448344806","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Dorea_sp_5_2","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Dorea_sp_5_2"
"Lachnospiraceae_bacterium_28_4","41.462030562030556","-0.522802609","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Lachnospiraceae_bacterium_28_4","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Lachnospiraceae_bacterium_28_4"
