"consensus_lin","EdgeBetweenness","eweight","interaction","name","selected","shared interaction","shared name"
"Faecalibaculum_rodentium","31.174314574314575","-0.606296588","interacts with","Faecalibaculum_rodentium (interacts with) Bacteroides_uniformis","false","interacts with","Faecalibaculum_rodentium (interacts with) Bacteroides_uniformis"
"Faecalibaculum_rodentium","62.33232323232323","0.516416278","interacts with","Faecalibaculum_rodentium (interacts with) Lachnospiraceae_bacterium_COE1","false","interacts with","Faecalibaculum_rodentium (interacts with) Lachnospiraceae_bacterium_COE1"
"Faecalibaculum_rodentium","28.58459595959596","0.445210816","interacts with","Faecalibaculum_rodentium (interacts with) Lactobacillus_johnsonii","false","interacts with","Faecalibaculum_rodentium (interacts with) Lactobacillus_johnsonii"
"Faecalibaculum_rodentium","30.17431457431457","-0.515518971","interacts with","Faecalibaculum_rodentium (interacts with) Prevotella_sp_MGM2","false","interacts with","Faecalibaculum_rodentium (interacts with) Prevotella_sp_MGM2"
"Parasutterella_excrementihominis","54.935531135531114","-0.402716029","interacts with","Parasutterella_excrementihominis (interacts with) Bacteroides_caecimuris","false","interacts with","Parasutterella_excrementihominis (interacts with) Bacteroides_caecimuris"
"Parasutterella_excrementihominis","60.51404151404151","0.487217421","interacts with","Parasutterella_excrementihominis (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Parasutterella_excrementihominis (interacts with) Bifidobacterium_pseudolongum"
"Parasutterella_excrementihominis","94.0","-0.41557414","interacts with","Parasutterella_excrementihominis (interacts with) Clostridium_sp_ASF502","false","interacts with","Parasutterella_excrementihominis (interacts with) Clostridium_sp_ASF502"
"Parasutterella_excrementihominis","26.463980463980462","-0.417631438","interacts with","Parasutterella_excrementihominis (interacts with) Muribaculaceae_bacterium_DSM_103720","false","interacts with","Parasutterella_excrementihominis (interacts with) Muribaculaceae_bacterium_DSM_103720"
"Parasutterella_excrementihominis","48.41172161172159","-0.431518197","interacts with","Parasutterella_excrementihominis (interacts with) Prevotella_sp_MGM2","false","interacts with","Parasutterella_excrementihominis (interacts with) Prevotella_sp_MGM2"
"Muribaculaceae_bacterium_DSM_103720","52.943507641783505","0.454949944","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_caecimuris","false","interacts with","Muribaculaceae_bacterium_DSM_103720 (interacts with) Bacteroides_caecimuris"
"Bacteroides_dorei","33.79753550543024","0.467616338","interacts with","Bacteroides_dorei (interacts with) Bacteroides_caecimuris","false","interacts with","Bacteroides_dorei (interacts with) Bacteroides_caecimuris"
"Bacteroides_dorei","82.64224141574947","-0.47028716","interacts with","Bacteroides_dorei (interacts with) Enterorhabdus_caecimuris","false","interacts with","Bacteroides_dorei (interacts with) Enterorhabdus_caecimuris"
"Parabacteroides_distasonis","40.840943539219396","0.48298109","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_caecimuris","false","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_caecimuris"
"Parabacteroides_distasonis","32.2941743727134","0.423102646","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_dorei","false","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_dorei"
"Parabacteroides_distasonis","41.04014446432778","0.416240267","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_faecichinchillae","false","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_faecichinchillae"
"Parabacteroides_distasonis","16.00587027914614","0.43003337","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_sartorii","false","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_sartorii"
"Parabacteroides_distasonis","55.89004198060459","0.52836485","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_thetaiotaomicron"
"Parabacteroides_distasonis","26.95182987510574","0.406896552","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_uniformis","false","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_uniformis"
"Parabacteroides_distasonis","15.440790914066776","0.506202627","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_vulgatus","false","interacts with","Parabacteroides_distasonis (interacts with) Bacteroides_vulgatus"
"Parabacteroides_distasonis","24.617107892107892","0.414905451","interacts with","Parabacteroides_distasonis (interacts with) Prevotella_sp_MGM2","false","interacts with","Parabacteroides_distasonis (interacts with) Prevotella_sp_MGM2"
"Bacteroides_vulgatus","14.560073260073256","0.483846675","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_caecimuris","false","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_caecimuris"
"Bacteroides_vulgatus","10.138304093567251","0.818637792","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_dorei","false","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_dorei"
"Bacteroides_vulgatus","25.679805772143226","0.480652968","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_faecichinchillae","false","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_vulgatus","2.9833333333333334","0.882603859","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_sartorii","false","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_sartorii"
"Bacteroides_vulgatus","7.9588023088023085","0.623913558","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_uniformis","false","interacts with","Bacteroides_vulgatus (interacts with) Bacteroides_uniformis"
"Bacteroides_vulgatus","22.476661204292775","-0.44481879","interacts with","Bacteroides_vulgatus (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Bacteroides_vulgatus (interacts with) Bifidobacterium_pseudolongum"
"Bacteroides_vulgatus","38.57454098752274","-0.507115115","interacts with","Bacteroides_vulgatus (interacts with) Enterorhabdus_caecimuris","false","interacts with","Bacteroides_vulgatus (interacts with) Enterorhabdus_caecimuris"
"Bacteroides_sartorii","16.187851037851036","0.507897664","interacts with","Bacteroides_sartorii (interacts with) Bacteroides_caecimuris","false","interacts with","Bacteroides_sartorii (interacts with) Bacteroides_caecimuris"
"Bacteroides_sartorii","5.763596491228071","0.868684707","interacts with","Bacteroides_sartorii (interacts with) Bacteroides_dorei","false","interacts with","Bacteroides_sartorii (interacts with) Bacteroides_dorei"
"Bacteroides_sartorii","34.00858532592279","0.407341491","interacts with","Bacteroides_sartorii (interacts with) Bacteroides_faecichinchillae","false","interacts with","Bacteroides_sartorii (interacts with) Bacteroides_faecichinchillae"
"Bacteroides_sartorii","38.37414693712869","-0.483870968","interacts with","Bacteroides_sartorii (interacts with) Enterorhabdus_caecimuris","false","interacts with","Bacteroides_sartorii (interacts with) Enterorhabdus_caecimuris"
"Lachnospiraceae_bacterium_COE1","121.66767676767675","-0.43843242","interacts with","Lachnospiraceae_bacterium_COE1 (interacts with) Bacteroides_dorei","false","interacts with","Lachnospiraceae_bacterium_COE1 (interacts with) Bacteroides_dorei"
"Lachnospiraceae_bacterium_COE1","94.0","0.4876475","interacts with","Lachnospiraceae_bacterium_COE1 (interacts with) Lachnospiraceae_bacterium_A4","false","interacts with","Lachnospiraceae_bacterium_COE1 (interacts with) Lachnospiraceae_bacterium_A4"
"Bacteroides_faecichinchillae","22.55263867509784","-0.55862069","interacts with","Bacteroides_faecichinchillae (interacts with) Enterorhabdus_caecimuris","false","interacts with","Bacteroides_faecichinchillae (interacts with) Enterorhabdus_caecimuris"
"Helicobacter_hepaticus","17.0995337995338","-0.415045651","interacts with","Helicobacter_hepaticus (interacts with) Bacteroides_ovatus","false","interacts with","Helicobacter_hepaticus (interacts with) Bacteroides_ovatus"
"Helicobacter_hepaticus","11.510064935064936","-0.409588532","interacts with","Helicobacter_hepaticus (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Helicobacter_hepaticus (interacts with) Bacteroides_thetaiotaomicron"
"Helicobacter_hepaticus","45.33675213675213","-0.450121586","interacts with","Helicobacter_hepaticus (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Helicobacter_hepaticus (interacts with) Bifidobacterium_pseudolongum"
"Helicobacter_hepaticus","19.74340659340659","0.500893169","interacts with","Helicobacter_hepaticus (interacts with) Firmicutes_bacterium_ASF500","false","interacts with","Helicobacter_hepaticus (interacts with) Firmicutes_bacterium_ASF500"
"Helicobacter_hepaticus","7.323901098901096","0.532219829","interacts with","Helicobacter_hepaticus (interacts with) Mucispirillum_schaedleri","false","interacts with","Helicobacter_hepaticus (interacts with) Mucispirillum_schaedleri"
"Enterorhabdus_caecimuris","54.39230769230768","-0.404663273","interacts with","Enterorhabdus_caecimuris (interacts with) Bifidobacterium_animalis","false","interacts with","Enterorhabdus_caecimuris (interacts with) Bifidobacterium_animalis"
"Proteus_mirabilis","2.0","0.719194952","interacts with","Proteus_mirabilis (interacts with) Clostridium_cocleatum","false","interacts with","Proteus_mirabilis (interacts with) Clostridium_cocleatum"
"Escherichia_coli","94.0","0.44411158","interacts with","Escherichia_coli (interacts with) Dorea_sp_5_2","false","interacts with","Escherichia_coli (interacts with) Dorea_sp_5_2"
"Lachnospiraceae_bacterium_28_4","56.666566766566774","-0.402092246","interacts with","Lachnospiraceae_bacterium_28_4 (interacts with) Eubacterium_sp_14_2","false","interacts with","Lachnospiraceae_bacterium_28_4 (interacts with) Eubacterium_sp_14_2"
"Eubacterium_sp_14_2","119.06540681540682","-0.416667018","interacts with","Eubacterium_sp_14_2 (interacts with) Lactobacillus_johnsonii","false","interacts with","Eubacterium_sp_14_2 (interacts with) Lactobacillus_johnsonii"
"Lactobacillus_murinus","183.99999999999997","-0.43403782","interacts with","Lactobacillus_murinus (interacts with) Lactobacillus_johnsonii","false","interacts with","Lactobacillus_murinus (interacts with) Lactobacillus_johnsonii"
"Lactobacillus_murinus","93.99999999999999","0.402716029","interacts with","Lactobacillus_murinus (interacts with) Staphylococcus_sciuri","false","interacts with","Lactobacillus_murinus (interacts with) Staphylococcus_sciuri"
"Lactobacillus_reuteri","94.0","0.403337041","interacts with","Lactobacillus_reuteri (interacts with) Lactobacillus_johnsonii","false","interacts with","Lactobacillus_reuteri (interacts with) Lactobacillus_johnsonii"
"Lachnospiraceae_bacterium_A2","94.0","-0.443244544","interacts with","Lachnospiraceae_bacterium_A2 (interacts with) Parabacteroides_distasonis","false","interacts with","Lachnospiraceae_bacterium_A2 (interacts with) Parabacteroides_distasonis"
"Acinetobacter_baumannii","0.0","0.0","interacts with","Acinetobacter_baumannii (interacts with) Acinetobacter_baumannii","false","interacts with","Acinetobacter_baumannii (interacts with) Acinetobacter_baumannii"
"Actinomyces_urogenitalis","0.0","0.0","interacts with","Actinomyces_urogenitalis (interacts with) Actinomyces_urogenitalis","false","interacts with","Actinomyces_urogenitalis (interacts with) Actinomyces_urogenitalis"
"Aerococcaceae_bacterium","0.0","0.0","interacts with","Aerococcaceae_bacterium (interacts with) Aerococcaceae_bacterium","false","interacts with","Aerococcaceae_bacterium (interacts with) Aerococcaceae_bacterium"
"Alistipes_timonensis","0.0","0.0","interacts with","Alistipes_timonensis (interacts with) Alistipes_timonensis","false","interacts with","Alistipes_timonensis (interacts with) Alistipes_timonensis"
"Bacteroides_intestinalis","0.0","0.0","interacts with","Bacteroides_intestinalis (interacts with) Bacteroides_intestinalis","false","interacts with","Bacteroides_intestinalis (interacts with) Bacteroides_intestinalis"
"Bacteroides_massiliensis","0.0","0.0","interacts with","Bacteroides_massiliensis (interacts with) Bacteroides_massiliensis","false","interacts with","Bacteroides_massiliensis (interacts with) Bacteroides_massiliensis"
"Bacteroides_stercorirosoris","0.0","0.0","interacts with","Bacteroides_stercorirosoris (interacts with) Bacteroides_stercorirosoris","false","interacts with","Bacteroides_stercorirosoris (interacts with) Bacteroides_stercorirosoris"
"Bacteroides_xylanisolvens","0.0","0.0","interacts with","Bacteroides_xylanisolvens (interacts with) Bacteroides_xylanisolvens","false","interacts with","Bacteroides_xylanisolvens (interacts with) Bacteroides_xylanisolvens"
"Butyricimonas_virosa","0.0","0.0","interacts with","Butyricimonas_virosa (interacts with) Butyricimonas_virosa","false","interacts with","Butyricimonas_virosa (interacts with) Butyricimonas_virosa"
"Clostridium_innocuum","0.0","0.0","interacts with","Clostridium_innocuum (interacts with) Clostridium_innocuum","false","interacts with","Clostridium_innocuum (interacts with) Clostridium_innocuum"
"Clostridium_symbiosum","0.0","0.0","interacts with","Clostridium_symbiosum (interacts with) Clostridium_symbiosum","false","interacts with","Clostridium_symbiosum (interacts with) Clostridium_symbiosum"
"Corynebacterium_mastitidis","0.0","0.0","interacts with","Corynebacterium_mastitidis (interacts with) Corynebacterium_mastitidis","false","interacts with","Corynebacterium_mastitidis (interacts with) Corynebacterium_mastitidis"
"Corynebacterium_stationis","0.0","0.0","interacts with","Corynebacterium_stationis (interacts with) Corynebacterium_stationis","false","interacts with","Corynebacterium_stationis (interacts with) Corynebacterium_stationis"
"Desulfovibrionaceae_bacterium","0.0","0.0","interacts with","Desulfovibrionaceae_bacterium (interacts with) Desulfovibrionaceae_bacterium","false","interacts with","Desulfovibrionaceae_bacterium (interacts with) Desulfovibrionaceae_bacterium"
"Enterobacter_cloacae_complex","0.0","0.0","interacts with","Enterobacter_cloacae_complex (interacts with) Enterobacter_cloacae_complex","false","interacts with","Enterobacter_cloacae_complex (interacts with) Enterobacter_cloacae_complex"
"Enterococcus_faecalis","0.0","0.0","interacts with","Enterococcus_faecalis (interacts with) Enterococcus_faecalis","false","interacts with","Enterococcus_faecalis (interacts with) Enterococcus_faecalis"
"Enterococcus_gallinarum","0.0","0.0","interacts with","Enterococcus_gallinarum (interacts with) Enterococcus_gallinarum","false","interacts with","Enterococcus_gallinarum (interacts with) Enterococcus_gallinarum"
"Enterococcus_hirae","0.0","0.0","interacts with","Enterococcus_hirae (interacts with) Enterococcus_hirae","false","interacts with","Enterococcus_hirae (interacts with) Enterococcus_hirae"
"Eubacterium_rectale","0.0","0.0","interacts with","Eubacterium_rectale (interacts with) Eubacterium_rectale","false","interacts with","Eubacterium_rectale (interacts with) Eubacterium_rectale"
"Helicobacter_apodemus","0.0","0.0","interacts with","Helicobacter_apodemus (interacts with) Helicobacter_apodemus","false","interacts with","Helicobacter_apodemus (interacts with) Helicobacter_apodemus"
"Helicobacter_cinaedi","0.0","0.0","interacts with","Helicobacter_cinaedi (interacts with) Helicobacter_cinaedi","false","interacts with","Helicobacter_cinaedi (interacts with) Helicobacter_cinaedi"
"Helicobacter_magdeburgensis","0.0","0.0","interacts with","Helicobacter_magdeburgensis (interacts with) Helicobacter_magdeburgensis","false","interacts with","Helicobacter_magdeburgensis (interacts with) Helicobacter_magdeburgensis"
"Ileibacterium_valens","0.0","0.0","interacts with","Ileibacterium_valens (interacts with) Ileibacterium_valens","false","interacts with","Ileibacterium_valens (interacts with) Ileibacterium_valens"
"Jeotgalicoccus_halotolerans","0.0","0.0","interacts with","Jeotgalicoccus_halotolerans (interacts with) Jeotgalicoccus_halotolerans","false","interacts with","Jeotgalicoccus_halotolerans (interacts with) Jeotgalicoccus_halotolerans"
"Lachnospiraceae_bacterium_10_1","0.0","0.0","interacts with","Lachnospiraceae_bacterium_10_1 (interacts with) Lachnospiraceae_bacterium_10_1","false","interacts with","Lachnospiraceae_bacterium_10_1 (interacts with) Lachnospiraceae_bacterium_10_1"
"Lactobacillus_intestinalis","0.0","0.0","interacts with","Lactobacillus_intestinalis (interacts with) Lactobacillus_intestinalis","false","interacts with","Lactobacillus_intestinalis (interacts with) Lactobacillus_intestinalis"
"Lactobacillus_taiwanensis","0.0","0.0","interacts with","Lactobacillus_taiwanensis (interacts with) Lactobacillus_taiwanensis","false","interacts with","Lactobacillus_taiwanensis (interacts with) Lactobacillus_taiwanensis"
"Muribaculum_intestinale","0.0","0.0","interacts with","Muribaculum_intestinale (interacts with) Muribaculum_intestinale","false","interacts with","Muribaculum_intestinale (interacts with) Muribaculum_intestinale"
"Parabacteroides_johnsonii","0.0","0.0","interacts with","Parabacteroides_johnsonii (interacts with) Parabacteroides_johnsonii","false","interacts with","Parabacteroides_johnsonii (interacts with) Parabacteroides_johnsonii"
"Parabacteroides_merdae","0.0","0.0","interacts with","Parabacteroides_merdae (interacts with) Parabacteroides_merdae","false","interacts with","Parabacteroides_merdae (interacts with) Parabacteroides_merdae"
"Proteobacteria_bacterium_CAG_139","0.0","0.0","interacts with","Proteobacteria_bacterium_CAG_139 (interacts with) Proteobacteria_bacterium_CAG_139","false","interacts with","Proteobacteria_bacterium_CAG_139 (interacts with) Proteobacteria_bacterium_CAG_139"
"Proteus_hauseri","0.0","0.0","interacts with","Proteus_hauseri (interacts with) Proteus_hauseri","false","interacts with","Proteus_hauseri (interacts with) Proteus_hauseri"
"Romboutsia_ilealis","0.0","0.0","interacts with","Romboutsia_ilealis (interacts with) Romboutsia_ilealis","false","interacts with","Romboutsia_ilealis (interacts with) Romboutsia_ilealis"
"Ruthenibacterium_lactatiformans","0.0","0.0","interacts with","Ruthenibacterium_lactatiformans (interacts with) Ruthenibacterium_lactatiformans","false","interacts with","Ruthenibacterium_lactatiformans (interacts with) Ruthenibacterium_lactatiformans"
"Staphylococcus_aureus","0.0","0.0","interacts with","Staphylococcus_aureus (interacts with) Staphylococcus_aureus","false","interacts with","Staphylococcus_aureus (interacts with) Staphylococcus_aureus"
"Staphylococcus_lentus","0.0","0.0","interacts with","Staphylococcus_lentus (interacts with) Staphylococcus_lentus","false","interacts with","Staphylococcus_lentus (interacts with) Staphylococcus_lentus"
"Staphylococcus_nepalensis","0.0","0.0","interacts with","Staphylococcus_nepalensis (interacts with) Staphylococcus_nepalensis","false","interacts with","Staphylococcus_nepalensis (interacts with) Staphylococcus_nepalensis"
"Staphylococcus_vitulinus","0.0","0.0","interacts with","Staphylococcus_vitulinus (interacts with) Staphylococcus_vitulinus","false","interacts with","Staphylococcus_vitulinus (interacts with) Staphylococcus_vitulinus"
"Staphylococcus_xylosus","0.0","0.0","interacts with","Staphylococcus_xylosus (interacts with) Staphylococcus_xylosus","false","interacts with","Staphylococcus_xylosus (interacts with) Staphylococcus_xylosus"
"Streptococcus_acidominimus","0.0","0.0","interacts with","Streptococcus_acidominimus (interacts with) Streptococcus_acidominimus","false","interacts with","Streptococcus_acidominimus (interacts with) Streptococcus_acidominimus"
"Turicimonas_muris","0.0","0.0","interacts with","Turicimonas_muris (interacts with) Turicimonas_muris","false","interacts with","Turicimonas_muris (interacts with) Turicimonas_muris"
